soil_moisture,current_temperature,current_humidity,minutes_since_last_watering,water_requirement_level,root_depth_cm,drought_tolerance,soil_type_encoded,soil_compaction,slope_degrees,hour_of_day,day_of_year,season,should_water,duration_minutes,intensity_percent,crop_name,soil_type
0.0,14.1,82.0,1148,4,150,2,2,29.2,1.7,8,34,4,1,90,38,lemon,loam
43.8,13.1,66.3,2807,3,80,3,1,22.5,2.7,6,78,4,1,5,85,fava_bean,sandy
0.0,23.8,55.8,1857,2,250,5,2,37.2,17.2,17,294,3,1,29,25,olive,loam
43.2,30.6,40.3,109,4,180,2,3,45.4,0.6,16,234,2,1,34,50,watermelon,clay
68.5,24.1,51.5,736,2,250,5,1,66.5,0.6,8,362,4,0,0,0,olive,sandy
0.0,30.3,49.2,616,4,150,2,2,52.3,0.4,17,217,2,1,90,38,orange,loam
28.4,22.8,46.3,1659,2,250,5,1,80.4,1.8,15,99,1,0,0,0,olive,sandy
35.2,5.5,81.4,1070,4,60,2,2,42.9,1.1,3,49,4,1,26,70,zucchini,loam
52.3,12.1,69.6,367,4,25,2,1,45.8,0.8,6,53,4,1,5,85,strawberry,sandy
24.7,16.0,61.5,1363,2,120,4,2,67.7,7.9,6,73,4,1,11,42,barley,loam
35.6,18.5,59.4,1163,3,150,3,1,40.3,1.4,15,58,4,1,5,85,wheat_durum,sandy
0.0,37.3,38.0,328,4,60,2,2,38.7,1.9,13,185,2,1,81,38,potato,loam
29.4,20.4,59.7,1014,3,30,3,1,22.4,6.8,12,48,4,1,8,51,garlic,sandy
0.0,31.0,56.3,938,3,150,3,1,57.5,0.0,11,307,3,1,25,46,wheat_durum,sandy
0.0,20.2,68.0,1442,3,30,2,3,33.0,1.6,10,9,4,1,90,27,coriander,clay
2.9,23.0,63.7,538,3,80,3,2,44.4,5.2,17,291,3,1,60,30,fava_bean,loam
0.0,16.1,60.0,1329,3,40,3,1,65.8,1.4,9,49,4,1,29,46,turnip,sandy
0.0,23.7,51.5,1511,4,50,2,1,47.6,0.8,13,73,4,1,40,46,pepper_sweet,sandy
14.4,41.2,28.6,207,4,150,2,2,80.1,0.1,11,218,2,1,67,22,orange,loam
22.4,17.7,69.8,2421,3,40,3,1,77.2,6.6,16,55,4,1,15,35,carrot,sandy
0.0,21.7,60.8,680,5,90,1,2,53.8,1.8,8,365,4,1,90,38,cucumber,loam
47.8,18.4,73.4,1406,3,150,3,3,84.7,0.7,6,142,1,1,7,35,wheat_durum,clay
0.0,32.0,48.0,1651,2,120,4,2,29.5,1.0,14,129,1,1,29,38,barley,loam
51.0,17.3,74.0,76,4,150,2,3,66.0,1.6,3,263,2,0,0,0,lemon,clay
5.1,24.9,58.8,659,4,60,2,3,47.7,4.7,15,325,3,1,90,27,zucchini,clay
82.2,15.7,71.3,284,3,140,3,1,40.7,0.4,17,353,3,0,0,0,wheat_soft,sandy
51.2,23.7,60.5,303,4,60,2,2,23.5,0.5,20,216,2,1,5,70,potato,loam
0.0,27.6,48.1,1697,3,150,3,2,68.2,0.1,12,53,4,1,50,38,wheat_durum,loam
0.0,19.2,55.1,2143,4,60,2,3,33.8,4.7,9,69,4,1,90,27,tomato,clay
8.0,22.7,67.1,1042,3,60,2,2,52.7,0.1,19,164,1,1,60,38,peas,loam
63.9,6.8,77.4,1725,4,300,3,2,49.9,1.3,0,304,3,0,0,0,date_palm,loam
0.0,26.4,57.9,628,2,100,4,3,41.8,6.3,17,128,1,1,50,22,chickpea,clay
0.0,32.6,39.0,2149,5,90,1,2,30.1,1.9,13,151,1,1,90,38,cucumber,loam
0.6,14.0,67.5,1553,3,150,3,2,53.5,1.9,18,63,4,1,56,38,wheat_durum,loam
1.0,24.2,54.6,1050,4,180,2,2,31.3,1.0,12,14,4,1,90,38,watermelon,loam
0.0,25.8,59.7,2022,4,60,2,1,77.8,0.9,16,143,1,1,44,32,tomato,sandy
0.0,29.4,53.3,797,4,50,2,3,80.0,0.2,16,104,1,1,90,20,pepper_sweet,clay
52.3,26.4,61.2,2348,3,140,3,1,42.5,1.3,7,273,3,1,5,85,wheat_soft,sandy
0.0,21.0,60.9,1978,2,120,4,2,66.2,1.3,11,27,4,1,29,38,barley,loam
23.8,6.7,86.3,2634,3,60,2,2,64.6,3.1,2,114,1,1,24,52,peas,loam
17.6,36.6,41.6,172,4,180,2,2,37.8,1.1,11,200,2,1,70,38,watermelon,loam
0.0,20.9,59.2,2147,4,25,2,2,25.2,1.4,10,8,4,1,90,38,strawberry,loam
60.0,12.0,66.8,519,4,150,2,1,27.3,6.0,1,245,2,1,5,68,orange,sandy
88.5,21.1,61.4,553,2,100,4,1,43.3,13.0,16,87,1,0,0,0,chickpea,sandy
44.6,35.3,42.2,165,4,60,2,2,69.9,1.1,10,205,2,1,11,70,potato,loam
0.0,23.3,56.1,2577,4,75,2,2,25.9,0.6,15,129,1,1,89,38,eggplant,loam
63.0,31.2,55.4,119,2,250,5,3,39.2,7.4,5,183,2,0,0,0,olive,clay
100.0,7.5,73.3,832,3,150,3,3,35.6,1.3,1,32,4,0,0,0,wheat_durum,clay
45.3,12.6,81.9,263,4,180,2,2,68.4,16.0,22,103,1,1,29,45,watermelon,loam
34.5,18.6,61.6,1206,5,90,1,1,52.1,5.1,22,235,2,1,23,51,cucumber,sandy
15.5,31.4,53.7,307,3,40,3,1,32.3,4.7,15,190,2,1,18,46,carrot,sandy
0.0,29.3,53.8,1793,4,30,2,2,44.4,10.1,17,145,1,1,90,25,parsley,loam
23.3,10.3,77.6,855,3,140,3,2,38.4,3.7,20,149,1,1,19,52,wheat_soft,loam
37.7,5.0,79.9,1303,3,150,3,2,43.3,4.8,1,341,3,1,5,70,wheat_durum,loam
0.0,35.0,49.5,624,4,30,2,2,37.0,0.9,11,255,2,1,89,38,parsley,loam
100.0,24.5,59.9,947,4,60,2,3,71.3,0.2,19,295,3,0,0,0,zucchini,clay
0.3,16.1,55.1,791,4,60,2,3,44.0,1.3,19,72,4,1,90,27,potato,clay
25.1,23.6,62.7,337,3,150,3,1,27.0,1.0,3,212,2,1,7,63,wheat_durum,sandy
25.0,26.2,52.9,338,3,80,3,1,34.6,4.8,4,244,2,1,10,63,fava_bean,sandy
0.0,24.5,67.5,1415,2,250,5,2,64.2,0.9,16,108,1,1,25,38,olive,loam
80.4,23.6,54.7,245,3,80,3,1,21.8,1.5,10,2,4,0,0,0,fava_bean,sandy
19.0,17.5,66.7,852,3,150,3,3,46.2,6.2,16,13,4,1,43,22,wheat_durum,clay
52.3,22.0,60.8,324,3,60,2,2,43.3,0.4,9,339,3,1,5,70,peas,loam
2.9,36.1,40.2,345,3,50,3,2,61.6,0.3,14,222,2,1,51,38,pepper_hot,loam
0.0,24.4,56.6,1848,3,40,3,1,81.4,0.5,11,41,4,1,28,32,turnip,sandy
0.0,24.6,50.4,1341,4,60,2,1,48.1,1.9,16,129,1,1,44,46,tomato,sandy
15.2,41.2,37.3,295,2,120,4,2,58.0,1.4,15,194,2,1,18,32,barley,loam
27.3,7.5,74.5,1326,4,50,2,2,63.3,3.3,0,311,3,1,29,52,pepper_sweet,loam
26.6,8.0,65.3,1531,3,150,3,3,36.0,1.4,21,83,1,1,35,37,wheat_durum,clay
28.5,30.0,45.7,586,2,120,4,2,66.8,0.5,8,157,1,1,6,52,barley,loam
54.7,26.2,50.4,1261,2,250,5,2,77.8,1.7,7,155,1,0,0,0,olive,loam
23.8,6.9,73.3,1049,2,250,5,1,40.5,0.8,3,55,4,1,5,63,olive,sandy
26.1,11.9,58.9,1338,2,120,4,1,75.3,1.0,17,9,4,1,7,44,barley,sandy
37.1,14.5,70.6,993,3,140,3,2,84.8,1.7,16,62,4,1,8,49,wheat_soft,loam
0.0,22.8,65.7,2655,4,180,2,1,80.6,5.7,15,310,3,1,50,22,watermelon,sandy
0.0,20.9,64.0,1001,4,150,2,2,63.8,0.5,8,71,4,1,90,38,melon,loam
0.0,35.7,39.1,838,4,60,2,3,80.2,5.8,15,233,2,1,90,27,tomato,clay
18.0,10.5,64.3,1197,4,300,3,1,22.1,11.4,7,31,4,1,23,30,date_palm,sandy
37.6,13.6,56.3,1273,3,150,3,1,46.2,0.3,6,347,3,1,5,85,wheat_durum,sandy
56.4,33.7,51.1,177,4,60,2,1,38.0,2.9,12,192,2,0,0,0,zucchini,sandy
23.9,20.4,54.4,1236,2,250,5,1,35.7,1.1,16,337,3,1,5,63,olive,sandy
24.0,21.8,70.3,1963,3,80,3,2,37.3,3.9,7,104,1,1,21,52,fava_bean,loam
3.4,22.4,60.9,2776,2,250,5,1,67.3,0.9,8,112,1,1,11,46,olive,sandy
0.8,17.9,71.5,1545,3,140,3,1,20.5,1.7,18,55,4,1,28,46,wheat_soft,sandy
0.0,38.2,45.3,1102,3,50,2,3,62.0,0.4,12,256,2,1,90,23,cabbage,clay
63.2,22.2,66.5,194,4,180,2,1,75.7,1.4,5,250,2,1,5,59,watermelon,sandy
36.9,9.2,72.9,1281,4,60,2,2,44.7,1.0,1,53,4,1,19,70,potato,loam
79.9,12.2,62.0,770,3,80,3,3,43.6,4.5,19,22,4,0,0,0,fava_bean,clay
15.5,17.7,77.5,516,4,60,2,2,41.8,0.5,18,298,3,1,75,38,tomato,loam
41.4,39.3,35.4,192,3,140,3,2,84.0,0.7,15,208,2,0,0,0,wheat_soft,loam
42.6,11.7,72.7,1515,4,60,2,3,37.7,7.2,7,357,4,1,40,40,tomato,clay
9.8,23.9,51.3,979,3,30,2,2,53.3,1.8,7,125,1,1,51,38,coriander,loam
0.0,20.8,59.6,1933,2,120,4,2,32.5,3.6,10,101,1,1,30,38,barley,loam
62.6,22.7,74.3,249,3,60,2,2,81.9,3.6,19,245,2,0,0,0,peas,loam
0.0,30.7,45.7,517,4,180,2,2,71.7,13.4,13,283,3,1,90,20,watermelon,loam
0.0,30.3,46.9,1995,4,150,2,1,65.2,0.8,12,92,1,1,44,46,lemon,sandy
0.7,27.2,51.3,1147,4,300,3,1,46.1,1.6,12,359,4,1,36,46,date_palm,sandy
68.7,15.9,59.4,534,2,100,4,1,40.1,1.8,18,69,4,0,0,0,chickpea,sandy
0.0,16.5,63.7,2826,5,90,1,2,30.3,1.1,6,330,3,1,90,38,cucumber,loam
44.3,23.7,58.0,693,3,150,3,1,53.4,0.1,15,318,3,0,0,0,wheat_durum,sandy
0.0,35.7,51.7,1338,4,50,2,1,70.6,0.7,8,185,2,1,42,32,pepper_sweet,sandy
52.7,16.2,69.7,1565,4,180,2,1,65.2,0.6,19,66,4,1,7,85,watermelon,sandy
0.0,35.4,41.1,927,4,60,2,1,29.5,0.5,9,216,2,1,46,46,zucchini,sandy
9.0,20.5,58.1,701,4,60,2,1,75.3,1.6,8,69,4,1,35,32,potato,sandy
0.0,34.9,42.5,1306,3,80,3,2,63.4,5.9,10,275,3,1,58,30,fava_bean,loam
0.0,40.2,37.8,1111,2,100,4,2,56.8,1.3,13,237,2,1,29,32,chickpea,loam
0.0,20.9,63.7,1315,3,80,3,3,22.8,1.3,8,31,4,1,88,27,fava_bean,clay
17.7,26.9,53.8,793,4,60,2,1,36.2,0.9,10,76,4,1,32,46,tomato,sandy
29.8,9.9,74.9,1103,2,120,4,3,54.7,10.8,22,92,1,1,11,24,barley,clay
0.0,19.6,68.9,1862,3,30,3,2,47.9,2.5,9,65,4,1,58,38,onion,loam
26.1,37.6,40.8,197,3,80,3,2,73.2,2.5,14,184,2,1,25,29,fava_bean,loam
0.0,31.7,48.5,2635,3,140,3,2,27.4,1.4,17,287,3,1,57,38,wheat_soft,loam
25.4,12.7,66.8,1222,3,80,3,2,54.4,1.3,19,305,3,1,22,52,fava_bean,loam
24.5,6.3,79.9,1692,4,150,2,2,24.0,2.5,1,83,1,1,43,52,melon,loam
39.9,14.4,65.2,1319,4,180,2,2,47.0,14.1,5,93,1,1,36,45,watermelon,loam
0.0,44.4,36.6,292,4,75,2,2,28.5,1.9,11,227,2,1,89,32,eggplant,loam
0.0,19.0,72.1,2126,2,250,5,3,23.4,0.0,18,295,3,1,44,27,olive,clay
4.8,36.2,38.7,860,2,100,4,1,63.6,0.2,14,203,2,1,12,46,chickpea,sandy
23.8,34.8,47.9,235,2,250,5,1,36.5,0.6,15,239,2,1,5,63,olive,sandy
53.9,14.8,75.5,878,2,250,5,2,57.8,5.7,9,21,4,0,0,0,olive,loam
0.0,28.4,51.5,531,4,60,2,2,35.5,2.6,10,316,3,1,83,38,potato,loam
54.0,24.8,55.4,360,3,140,3,1,56.0,0.1,19,234,2,0,0,0,wheat_soft,sandy
0.0,31.7,49.2,346,4,180,2,3,35.3,0.3,15,294,3,1,90,27,watermelon,clay
14.5,29.6,51.1,918,4,150,2,1,57.3,1.2,9,129,1,1,35,46,orange,sandy
0.0,23.3,52.2,1653,4,180,2,3,80.8,2.6,10,359,4,1,90,20,watermelon,clay
0.0,31.6,47.7,860,2,250,5,3,59.7,1.6,14,127,1,1,37,27,olive,clay
51.7,22.8,60.8,1093,2,250,5,3,70.6,1.7,0,242,2,0,0,0,olive,clay
43.3,13.3,64.7,286,4,60,2,2,69.9,6.9,21,137,1,1,14,56,potato,loam
68.4,17.6,56.1,259,4,50,2,1,36.2,4.2,9,91,1,0,0,0,cauliflower,sandy
0.0,11.3,69.2,1610,4,60,2,3,44.9,4.5,18,363,4,1,90,27,tomato,clay
0.0,24.6,56.5,1445,2,250,5,2,77.2,9.8,10,358,4,1,26,21,olive,loam
21.1,32.1,39.7,506,3,30,3,1,31.6,1.3,12,114,1,1,11,63,onion,sandy
15.0,21.7,66.0,2177,3,140,3,1,60.6,5.8,8,324,3,1,16,37,wheat_soft,sandy
16.3,27.6,61.2,121,4,60,2,3,75.8,0.1,18,253,2,1,90,20,tomato,clay
44.1,23.6,48.2,426,3,50,3,2,83.3,1.6,8,117,1,1,7,49,pepper_hot,loam
0.0,16.8,56.0,1659,4,150,2,1,40.1,3.0,16,99,1,1,44,46,orange,sandy
0.0,22.0,51.2,2274,5,90,1,2,82.7,0.5,18,95,1,1,90,26,cucumber,loam
77.6,29.8,66.6,82,3,60,2,1,25.1,18.5,19,250,2,0,0,0,peas,sandy
0.0,36.3,47.9,280,4,30,2,2,83.6,0.0,11,230,2,1,89,26,parsley,loam
18.5,14.3,65.4,1269,4,150,2,2,32.1,3.4,6,22,4,1,72,38,melon,loam
37.1,40.1,30.7,410,2,250,5,2,42.8,0.2,14,166,1,0,0,0,olive,loam
35.1,7.7,67.4,1208,4,75,2,2,41.4,0.3,21,345,3,1,30,70,eggplant,loam
0.0,24.9,57.3,2803,4,60,2,1,64.3,1.8,10,306,3,1,46,46,zucchini,sandy
27.3,29.7,56.3,958,4,150,2,1,74.0,1.7,12,291,3,1,28,44,melon,sandy
0.0,26.5,46.7,979,4,50,2,1,45.6,6.0,13,114,1,1,44,37,cauliflower,sandy
0.0,37.0,49.1,528,4,300,3,2,27.1,3.3,14,223,2,1,74,38,date_palm,loam
76.8,5.0,84.3,495,3,30,3,3,55.0,5.1,3,25,4,0,0,0,onion,clay
63.2,8.7,72.7,1319,4,75,2,2,57.0,4.1,6,5,4,1,5,70,eggplant,loam
20.9,26.1,58.2,380,4,60,2,2,76.5,12.4,17,99,1,1,57,23,potato,loam
0.0,18.3,53.7,2353,3,80,3,1,53.8,4.2,11,59,4,1,28,46,fava_bean,sandy
0.0,27.9,54.7,425,3,140,3,2,79.4,2.2,18,172,1,1,57,26,wheat_soft,loam
12.7,25.7,50.7,1380,3,40,3,1,74.5,9.3,16,271,3,1,19,26,carrot,sandy
11.8,23.3,63.8,1256,4,150,2,2,49.3,0.9,12,330,3,1,71,38,lemon,loam
48.4,33.9,53.9,204,2,100,4,2,30.3,1.9,6,242,2,0,0,0,chickpea,loam
65.8,34.9,48.7,82,3,40,3,3,31.5,1.6,13,176,2,0,0,0,turnip,clay
1.6,21.5,60.4,558,4,150,2,1,40.8,2.0,10,321,3,1,49,46,melon,sandy
48.8,22.9,59.0,632,2,120,4,3,76.1,1.7,13,322,3,0,0,0,barley,clay
24.1,37.2,42.5,374,3,30,3,1,81.1,0.7,15,229,2,1,14,44,onion,sandy
50.2,11.2,71.4,1415,3,80,3,1,45.4,1.5,20,68,4,1,5,85,fava_bean,sandy
47.4,33.8,48.0,77,2,250,5,1,79.2,2.4,8,203,2,0,0,0,olive,sandy
24.0,6.5,79.3,1962,4,150,2,2,24.6,0.1,22,114,1,1,38,52,orange,loam
0.0,35.1,46.4,1400,3,150,3,1,60.2,0.8,9,175,2,1,25,46,wheat_durum,sandy
0.0,24.7,61.6,877,4,60,2,1,65.2,2.7,17,285,3,1,50,46,tomato,sandy
0.0,23.9,56.2,1388,4,60,2,1,31.9,0.8,11,335,3,1,40,46,potato,sandy
0.0,36.1,47.0,1034,4,50,2,1,35.4,1.4,9,256,2,1,42,46,pepper_sweet,sandy
4.2,38.8,40.8,922,3,40,3,1,49.1,1.8,9,223,2,1,26,39,carrot,sandy
0.0,27.1,67.6,1386,4,300,3,2,36.5,5.4,15,321,3,1,74,30,date_palm,loam
22.4,7.2,73.2,1231,2,250,5,2,37.7,0.1,6,3,4,1,7,52,olive,loam
13.9,32.5,47.5,960,3,40,3,1,34.8,1.5,13,117,1,1,19,46,turnip,sandy
52.6,21.8,59.7,368,4,150,2,1,31.3,1.1,10,355,3,1,5,85,orange,sandy
0.0,22.6,59.2,1347,3,140,3,3,29.3,5.2,16,313,3,1,75,22,wheat_soft,clay
81.1,9.9,69.9,1979,5,90,1,2,50.5,1.5,20,303,3,0,0,0,cucumber,loam
43.3,8.4,73.7,407,3,30,3,2,54.6,3.8,2,109,1,1,5,70,onion,loam
0.0,24.0,52.0,1142,4,25,2,2,79.2,0.2,14,21,4,1,89,26,strawberry,loam
13.7,33.1,38.8,318,3,80,3,2,69.7,1.2,8,146,1,1,42,38,fava_bean,loam
0.0,13.6,63.4,1361,4,180,2,2,51.2,7.1,17,333,3,1,90,30,watermelon,loam
35.8,16.7,63.8,1365,3,80,3,3,31.8,4.9,7,327,3,1,17,50,fava_bean,clay
0.0,21.2,63.7,1226,3,30,3,2,27.1,7.5,8,116,1,1,58,30,onion,loam
0.0,26.4,58.8,786,4,60,2,3,72.3,0.1,16,290,3,1,90,20,zucchini,clay
0.0,15.1,73.3,1704,3,150,3,3,58.4,6.3,20,101,1,1,86,22,wheat_durum,clay
51.9,23.9,56.7,577,3,40,3,1,57.2,1.6,13,315,3,0,0,0,carrot,sandy
9.4,16.0,61.9,2196,3,50,3,1,83.7,4.4,8,349,3,1,23,32,pepper_hot,sandy
52.2,37.9,41.4,147,4,60,2,1,36.3,4.2,12,239,2,0,0,0,potato,sandy
15.1,21.7,64.9,1384,4,50,2,1,63.1,5.1,8,314,3,1,30,37,pepper_sweet,sandy
0.0,31.3,46.1,2785,3,150,3,1,55.2,4.7,12,126,1,1,22,40,wheat_durum,sandy
0.0,28.0,52.1,1296,3,150,3,3,45.2,0.7,11,329,3,1,78,30,wheat_durum,clay
51.2,15.5,70.1,441,2,100,4,3,72.4,1.8,8,81,1,0,0,0,chickpea,clay
1.2,33.7,46.1,450,2,120,4,2,42.3,0.9,11,264,2,1,28,38,barley,loam
72.0,20.0,63.4,702,3,150,3,1,37.2,2.0,7,32,4,0,0,0,wheat_durum,sandy
15.1,19.3,66.9,1931,2,120,4,1,82.8,3.5,8,72,4,1,8,32,barley,sandy
0.0,20.3,65.5,2824,3,140,3,2,31.0,1.3,9,105,1,1,51,38,wheat_soft,loam
0.0,12.6,73.4,906,5,40,1,2,78.2,0.5,16,21,4,1,90,26,mint,loam
3.5,23.4,53.8,2466,2,120,4,1,55.6,9.3,9,65,4,1,14,37,barley,sandy
0.0,21.7,60.5,1248,2,250,5,2,77.7,3.5,12,31,4,1,25,26,olive,loam
24.1,5.0,84.8,2472,2,120,4,2,27.6,13.1,21,120,1,1,12,34,barley,loam
32.6,7.3,71.7,801,4,180,2,1,22.9,0.9,22,42,4,1,17,63,watermelon,sandy
0.0,27.6,56.0,2659,2,100,4,1,36.1,7.6,17,124,1,1,16,37,chickpea,sandy
0.0,22.5,65.7,2248,4,60,2,2,52.8,4.5,14,308,3,1,89,38,zucchini,loam
0.0,30.2,45.6,1340,4,60,2,2,81.6,14.0,15,126,1,1,89,20,tomato,loam
0.0,31.9,57.5,1055,4,75,2,2,72.0,1.5,12,284,3,1,89,26,eggplant,loam
0.0,24.5,56.3,1544,4,60,2,3,47.7,1.8,14,358,4,1,90,27,tomato,clay
61.7,16.9,65.3,416,2,120,4,2,28.0,7.8,18,52,4,0,0,0,barley,loam
32.8,17.4,68.1,497,4,180,2,1,21.4,6.5,13,17,4,1,17,51,watermelon,sandy
27.9,20.1,63.9,417,3,60,2,2,35.1,1.8,11,318,3,1,21,52,peas,loam
65.3,6.8,79.9,2485,3,30,3,3,73.6,1.7,19,65,4,0,0,0,onion,clay
24.7,8.0,74.0,555,2,250,5,2,23.3,0.4,6,27,4,1,5,52,olive,loam
0.0,19.7,60.2,669,3,140,3,2,21.9,1.9,11,337,3,1,50,38,wheat_soft,loam
0.0,28.3,49.3,718,3,30,3,2,21.6,14.6,15,77,4,1,56,25,onion,loam
1.6,38.3,46.9,369,3,80,3,2,80.2,1.1,12,265,2,1,53,22,fava_bean,loam
0.9,21.9,51.7,2010,3,60,2,1,47.2,3.6,16,100,1,1,29,46,peas,sandy
0.0,24.0,56.8,2312,4,180,2,2,38.3,0.0,15,143,1,1,90,38,watermelon,loam
15.3,18.4,61.1,1158,4,60,2,2,59.1,3.2,22,288,3,1,61,42,tomato,loam
0.0,20.8,48.3,1261,4,180,2,2,55.8,0.4,18,120,1,1,90,38,watermelon,loam
25.0,10.7,69.9,2741,4,25,1,1,41.9,0.3,18,1,4,1,21,63,lettuce,sandy
19.1,30.7,57.3,499,2,250,5,2,51.7,7.5,7,256,2,1,11,30,olive,loam
6.5,29.1,49.7,415,4,30,2,1,68.5,1.8,17,202,2,1,44,46,parsley,sandy
27.5,17.5,70.5,1001,2,250,5,2,42.5,5.0,22,231,2,1,7,42,olive,loam
23.9,20.3,68.6,745,4,50,2,2,75.3,1.8,14,13,4,1,46,36,pepper_sweet,loam
0.0,23.9,43.7,661,4,50,2,1,57.9,0.8,14,12,4,1,44,46,cauliflower,sandy
0.0,23.3,59.7,2090,4,75,2,2,80.6,0.8,8,135,1,1,90,26,eggplant,loam
4.9,37.9,40.3,231,4,50,2,2,35.9,15.9,16,206,2,1,74,25,pepper_sweet,loam
53.2,13.5,68.7,450,4,30,2,1,59.5,5.9,6,56,4,1,5,68,parsley,sandy
0.0,23.8,57.9,1881,3,60,2,2,28.2,1.4,17,108,1,1,70,38,peas,loam
100.0,5.0,77.6,678,4,25,1,2,61.5,1.6,3,39,4,0,0,0,lettuce,loam
0.0,36.2,49.4,1276,3,30,2,1,32.3,0.6,12,259,2,1,29,46,coriander,sandy
0.0,33.3,44.8,381,4,60,2,2,62.6,3.2,9,213,2,1,85,38,potato,loam
0.0,24.3,54.5,1229,3,80,3,3,74.2,4.2,11,358,4,1,84,20,fava_bean,clay
0.0,19.8,71.3,2140,4,25,1,2,48.9,12.3,5,130,1,1,89,25,lettuce,loam
47.4,12.4,73.6,2105,3,140,3,3,41.0,6.5,19,339,3,1,7,40,wheat_soft,clay
2.6,25.8,50.5,1261,4,60,2,1,81.4,0.3,11,365,4,1,37,32,potato,sandy
10.9,35.7,47.0,337,4,60,2,1,50.0,4.9,9,208,2,1,37,46,tomato,sandy
36.4,18.2,59.4,553,3,150,3,2,42.3,3.2,23,139,1,1,6,70,wheat_durum,loam
18.9,26.1,64.3,687,2,100,4,3,22.0,2.2,18,260,2,1,26,27,chickpea,clay
35.1,23.7,52.8,278,2,120,4,2,61.9,5.1,11,57,4,0,0,0,barley,loam
31.4,17.9,69.3,529,4,150,2,3,68.6,1.6,8,306,3,1,78,37,melon,clay
0.0,16.4,65.0,2438,3,150,3,1,61.3,1.7,18,60,4,1,28,46,wheat_durum,sandy
52.3,20.4,65.4,677,2,250,5,3,42.8,1.3,6,126,1,0,0,0,olive,clay
0.0,19.8,61.7,2324,4,25,1,3,80.3,0.8,14,359,4,1,90,20,lettuce,clay
0.0,39.0,40.1,1238,4,60,2,2,28.1,1.0,14,216,2,1,89,32,zucchini,loam
0.0,18.6,72.0,2163,3,60,2,3,52.7,4.6,17,337,3,1,90,27,peas,clay
32.9,5.9,84.1,368,4,60,2,2,24.9,3.5,19,358,4,1,33,52,zucchini,loam
0.0,25.6,55.5,2333,2,250,5,2,84.4,7.5,16,71,4,1,25,21,olive,loam
0.0,32.3,52.1,989,4,25,1,2,58.3,7.7,10,292,3,1,90,30,lettuce,loam
0.0,40.2,45.3,609,4,180,2,2,76.4,0.1,11,258,2,1,90,22,watermelon,loam
80.7,27.2,53.9,249,3,60,2,1,31.5,5.9,7,283,3,0,0,0,peas,sandy
0.0,23.2,47.3,2387,4,60,2,2,58.8,1.2,17,98,1,1,90,38,potato,loam
0.0,23.0,52.3,1318,3,80,3,2,72.5,9.9,10,344,3,1,58,21,fava_bean,loam
0.0,37.1,46.0,1130,4,300,3,2,84.1,0.0,13,234,2,1,74,26,date_palm,loam
0.0,44.4,32.1,990,4,50,2,2,55.3,0.3,10,198,2,1,85,32,pepper_sweet,loam
0.0,28.7,46.7,2868,4,60,2,1,38.6,5.8,16,139,1,1,40,37,potato,sandy
49.2,15.9,60.5,237,3,80,3,1,63.8,7.0,22,281,3,1,5,68,fava_bean,sandy
51.0,17.1,64.8,401,3,40,3,1,33.8,1.7,20,142,1,0,0,0,carrot,sandy
65.2,23.4,58.1,355,4,150,2,1,83.5,1.7,7,273,3,0,0,0,orange,sandy
0.0,34.6,47.9,2465,4,180,2,1,26.5,1.6,10,131,1,1,50,46,watermelon,sandy
27.8,5.0,78.6,516,3,150,3,2,31.1,4.5,1,55,4,1,13,52,wheat_durum,loam
62.4,22.0,64.8,476,3,50,3,3,34.4,1.5,3,177,2,0,0,0,pepper_hot,clay
0.0,25.8,53.8,1015,5,90,1,1,20.1,3.7,13,110,1,1,64,46,cucumber,sandy
26.6,25.9,55.1,1223,3,150,3,2,83.8,3.8,19,162,1,1,22,36,wheat_durum,loam
9.6,24.8,55.8,1255,3,30,3,1,59.4,0.9,6,177,2,1,22,46,onion,sandy
24.6,26.9,58.2,477,4,180,2,2,36.2,3.5,7,266,3,1,45,52,watermelon,loam
22.5,26.6,57.0,705,3,30,3,2,83.4,1.1,16,284,3,1,29,36,onion,loam
24.9,13.0,66.0,1981,3,60,2,1,63.8,0.8,22,133,1,1,12,63,peas,sandy
78.2,36.8,47.7,138,2,100,4,1,76.9,9.3,9,239,2,0,0,0,chickpea,sandy
58.4,21.1,73.0,1457,3,150,3,1,24.8,1.9,16,72,4,0,0,0,wheat_durum,sandy
1.7,25.2,49.1,1058,3,140,3,1,30.0,0.6,8,98,1,1,25,46,wheat_soft,sandy
68.5,11.3,76.8,1252,4,30,2,1,44.5,1.4,3,287,3,0,0,0,parsley,sandy
0.0,16.5,62.1,2476,5,90,1,1,66.6,0.5,16,34,4,1,64,46,cucumber,sandy
0.0,19.1,68.3,684,4,60,2,3,46.2,6.4,15,309,3,1,90,22,tomato,clay
58.9,9.1,65.1,498,3,50,3,3,28.6,1.5,1,82,1,0,0,0,pepper_hot,clay
0.0,24.6,44.3,2184,4,60,2,3,62.3,0.1,11,98,1,1,90,27,tomato,clay
27.2,5.6,75.9,1222,2,250,5,2,21.9,14.1,1,324,3,1,7,34,olive,loam
0.0,33.6,44.0,426,2,250,5,2,50.3,0.6,8,224,2,1,26,38,olive,loam
0.0,16.0,60.3,484,5,90,1,2,75.2,0.8,17,87,1,1,90,26,cucumber,loam
28.8,5.0,80.2,1601,3,30,3,2,53.4,1.8,3,51,4,1,16,52,onion,loam
